# Endlink Bedrock block joining faces. Generated: do not edit by hand.
#
# One line per Bedrock block state that a fence, glass pane, iron or copper bar or wall reaches out
# to, and nothing for the ones none of them touch. The id is the hashed block network id a 1.26.40 to
# 1.26.45 backend sends; the word is sixteen bits, one per side and joining kind, laid out exactly as
# Java's own rule answers it: bit (side * 4 + kind) is set when a joining block of that kind standing
# on that side of this block reaches it. Sides are north, south, west, east in that order, and the
# kinds are 0 wooden fence, 1 glass pane and bar, 2 wall, 3 nether brick fence.
#
# Provenance. The facts are Java's, because 1.26.50's minecraft:connection_* states exist for parity
# with Java, and they were extracted by running the official Java server's own connectsTo and
# attachsTo against its own registry for every block state on every side - not by restating the rule.
# That extraction, and the Bedrock-to-Java block-state mapping used to key it by Bedrock id, are both
# Apache-2.0 generated artifacts of the viaendlink-next project:
#
#   viaendlink-next  java-protocol-latest/.../java-776-connections.txt   (tools/GenerateJava776Connections.java)
#   viaendlink-next  endlink-plugin/.../bedrock-2168-blocks.txt          (tools/GenerateBedrockBlockMapping.java)
#
# whose own inputs are Mojang's official Java server and block report, CloudburstMC/Data's Bedrock
# 2168 block palette (Apache-2.0) and GeyserMC/mappings (MIT). No GPL-licensed work is involved at
# any step, which the licence separation in WORKSPACE.md requires.
#
# Checked on generation against blocks whose answer is known from Java's source: stone, dirt and
# glass are reached on all four sides by every kind; barrier is reached by none, because Java's
# isExceptionForConnection excludes it; an oak fence is reached by fences and by nothing else; and a
# glass pane is reached by panes and walls but never by a fence.
bedrock 2169
kinds 4
faces 8593
face 1118810945 ffff
face 1119044325 6666
face 1119358171 dd00
face 1119617046 6666
face 1120020663 0f00
face 1120673143 6666
face 1121136323 ffff
face 1121899976 f000
face 1122325581 0f00
face 1122763156 6666
face 1122784066 6666
face 1123604934 ffff
face 1123796309 000f
face 1125235606 dd00
face 1125642106 6666
face 1125768945 ffff
face 1126341637 6666
face 1126450962 6666
face 1127398519 f000
face 1127628109 f000
face 1127682249 0f00
face 1127723873 6666
face 1127889305 6666
face 1127959931 6666
face 1128338540 6666
face 1128951592 000f
face 1129832156 00f0
face 1131401522 6666
face 1131461588 ffff
face 1131560544 000f
face 1131607735 6666
face 1133372724 00f0
face 1133397027 6666
face 1133744549 6666
face 1134421190 0f00
face 1135586821 6666
face 1135685207 00dd
face 1135729023 ffff
face 1135757605 ffff
face 1136443157 6666
face 1137623990 6666
face 1137982708 6666
face 1138178932 6666
face 1138751758 6666
face 1138787285 000f
face 1139011407 00f0
face 1139149738 6666
face 1139810262 6666
face 1140191243 00f0
face 1140569715 6666
face 1140633155 6666
face 1140987740 00dd
face 1141122819 6666
face 1141787525 6666
face 1142410388 6666
face 1142657302 000f
face 1143272025 dd00
face 1143742964 6666
face 1144564903 6666
face 1144923903 6666
face 1144969610 6666
face 1145696649 6666
face 1146933355 6666
face 1146936792 6666
face 1147306005 6666
face 1147510905 6666
face 1148430506 6666
face 1149823891 6666
face 1150607683 0f00
face 1150672634 ffff
face 1150764508 6666
face 1150849248 6666
face 1151681591 6666
face 1151689770 6666
face 1152328132 ffff
face 1152892207 6666
face 1155741454 6666
face 1157235200 6666
face 1157783899 6666
face 1158850209 6666
face 1158921295 6666
face 1160284593 6666
face 1160318102 ffff
face 1160529596 6666
face 1161068524 6666
face 1161992828 6666
face 1163231201 6666
face 1163398537 f000
face 1164408899 6666
face 1165151001 6666
face 1166141300 6666
face 1166752608 00f0
face 1166899320 6666
face 1167925042 000f
face 1168053536 ffff
face 1169205784 6666
face 1169828249 6666
face 1170146338 0f00
face 1170975466 6666
face 1171692462 000f
face 1172493297 0f00
face 1173122022 6666
face 1173303925 6666
face 1173633692 00f0
face 1173845579 ffff
face 1174556725 dd00
face 1175229280 6666
face 1176034278 6666
face 1176712705 ffff
face 1177764829 6666
face 1180071625 6666
face 1180267300 6666
face 1181090887 ffff
face 1181179676 6666
face 1181495486 f000
face 1181745077 6666
face 1182290132 ffff
face 1182362736 6666
face 1182715446 6666
face 1183273083 6666
face 1183274758 6666
face 1183800404 f000
face 1183942543 00f0
face 1184293289 ffff
face 1185319764 6666
face 1185742216 6666
face 1185984383 00f0
face 1186461769 ffff
face 1187000593 6666
face 1188684497 ffff
face 1188873342 f000
face 1188972506 6666
face 1189102932 0f00
face 1189145463 ffff
face 1189314203 6666
face 1190272619 6666
face 1190349972 000f
face 1191230182 6666
face 1191895298 00f0
face 1192125438 6666
face 1193195900 ffff
face 1193503347 6666
face 1193831062 f000
face 1193894165 f000
face 1193988306 00f0
face 1195580711 00f0
face 1195896013 0f00
face 1196044283 6666
face 1196195089 6666
face 1197301522 ffff
face 1197969468 ffff
face 1198574237 6666
face 1199235708 6666
face 1199396316 6666
face 1199747487 6666
face 1199880031 6666
face 1200101555 6666
face 1201109853 6666
face 1201181779 6666
face 1201602545 dd00
face 1201666066 000f
face 1203434816 ffff
face 1204132125 f000
face 1205215072 ffff
face 1206042880 ffff
face 1206043004 0f00
face 1206156899 6666
face 1206463371 ffff
face 1206791227 6666
face 1207573216 6666
face 1207693761 6666
face 1208147809 6666
face 1208374217 6666
face 1210493716 00f0
face 1210946024 6666
face 1211292001 6666
face 1211386783 6666
face 1211612503 6666
face 1211627450 6666
face 1211639846 00dd
face 1211804631 6666
face 1213152764 6666
face 1213313731 6666
face 1213384768 6666
face 1213987244 6666
face 1214015493 6666
face 1214119716 0f00
face 1214575525 00dd
face 1215033323 ffff
face 1215571172 00f0
face 1215895078 6666
face 1216220817 f000
face 1216843127 ffff
face 1217777069 6666
face 1218001584 6666
face 1218348948 6666
face 1218491937 6666
face 1218501155 6666
face 1219006108 ffff
face 1219849275 6666
face 1221792925 ffff
face 1223166054 6666
face 1223328812 6666
face 1223955960 6666
face 1224465071 6666
face 1224560692 6666
face 1224829518 6666
face 1225082503 ffff
face 1226093361 6666
face 1226350420 000f
face 1226433031 00f0
face 1226726162 6666
face 1227706240 6666
face 1227842399 6666
face 1228006179 ffff
face 1229100855 ffff
face 1229534000 ffff
face 1229799935 6666
face 1230067627 00f0
face 1230088001 6666
face 1230948806 6666
face 1231380868 ffff
face 1231429692 6666
face 1231683666 6666
face 1232345107 6666
face 1232865029 f000
face 1233663184 6666
face 1233784880 6666
face 1234444876 6666
face 1234506994 ffff
face 1235120194 6666
face 1235641318 ffff
face 1237171140 dd00
face 1237226318 6666
face 1237259267 6666
face 1237294006 f000
face 1237501981 6666
face 1237554365 f000
face 1237613861 6666
face 1238291691 6666
face 1238396248 6666
face 1238839818 6666
face 1240468073 6666
face 1240493396 6666
face 1240682019 6666
face 1241798850 6666
face 1242072018 6666
face 1242447478 6666
face 1242970309 000f
face 1243137474 6666
face 1243478217 6666
face 1243614348 6666
face 1243677899 6666
face 1244248295 00dd
face 1244793940 ffff
face 1244824730 6666
face 1245372448 6666
face 1245887598 6666
face 1246735780 6666
face 1246777405 1111
face 1246975759 f000
face 1247122999 6666
face 1247439392 ffff
face 1247459206 000f
face 1247520413 ffff
face 1247582580 ffff
face 1247777617 6666
face 1248588016 6666
face 1249543972 0f00
face 1250348165 f000
face 1251906475 ffff
face 1252278616 6666
face 1253919770 6666
face 1255329827 ffff
face 1256799304 6666
face 1257055534 000f
face 1257370836 0f00
face 1257936137 6666
face 1259401326 00f0
face 1259509178 6666
face 1259555842 6666
face 1259593156 00f0
face 1260740612 6666
face 1261002848 f000
face 1261980907 6666
face 1263140889 f000
face 1263908279 000f
face 1264159713 6666
face 1265155484 000f
face 1265513585 6666
face 1265606948 0f00
face 1265865576 6666
face 1266021195 6666
face 1267697770 6666
face 1267938194 ffff
face 1268289636 6666
face 1268847656 6666
face 1269084764 6666
face 1269615706 6666
face 1270221736 6666
face 1270490625 6666
face 1270682028 6666
face 1271472589 6666
face 1272226595 6666
face 1272302161 ffff
face 1272409302 6666
face 1272599668 0f00
face 1273225050 6666
face 1273845007 6666
face 1274793076 6666
face 1275230838 6666
face 1275235698 6666
face 1276361977 0f00
face 1276554374 ffff
face 1278213580 6666
face 1278317950 ffff
face 1278329248 6666
face 1279943758 6666
face 1281661240 6666
face 1283267748 ffff
face 1284440080 6666
face 1284464260 ffff
face 1284695427 00f0
face 1284944123 6666
face 1285433904 6666
face 1285624760 6666
face 1286104186 6666
face 1286726416 6666
face 1286915469 ffff
face 1287004527 6666
face 1287121322 00dd
face 1287907854 000f
face 1288131822 6666
face 1289312752 6666
face 1289380550 ffff
face 1289975751 6666
face 1290527559 6666
face 1290954390 0f00
face 1291310724 6666
face 1291603024 6666
face 1292737027 00f0
face 1293040682 6666
face 1293176856 6666
face 1293579742 6666
face 1293934160 6666
face 1294157084 6666
face 1294339852 0f00
face 1295419320 6666
face 1295591219 6666
face 1295795131 6666
face 1297727413 ffff
face 1301659332 6666
face 1301810717 00f0
face 1302090437 6666
face 1303649266 00f0
face 1303944155 6666
face 1304021391 000f
face 1304445132 00f0
face 1305063293 6666
face 1305623103 6666
face 1305675105 6666
face 1305782844 ffff
face 1308934029 f000
face 1309104620 6666
face 1309423347 f000
face 1309426394 f000
face 1310422501 6666
face 1311096219 6666
face 1311822988 f000
face 1311961001 0f00
face 1312048719 f000
face 1313381298 ffff
face 1313813946 6666
face 1315397867 6666
face 1315604322 ffff
face 1316160708 6666
face 1316459299 6666
face 1316789063 ffff
face 1317258837 6666
face 1317434310 6666
face 1317490714 6666
face 1317968626 6666
face 1318485467 ffff
face 1318530357 f000
face 1318646463 ffff
face 1318766251 000f
face 1319850804 6666
face 1320018910 6666
face 1320246090 6666
face 1320501442 6666
face 1321767062 6666
face 1322054026 6666
face 1323579426 6666
face 1324011443 ffff
face 1324450027 00f0
face 1324615712 0f00
face 1325177873 f000
face 1325181237 6666
face 1325367753 6666
face 1325513923 6666
face 1325810989 6666
face 1326033398 00dd
face 1326228107 6666
face 1326254035 6666
face 1326268410 ffff
face 1327771156 6666
face 1328589964 6666
face 1329413017 ffff
face 1329420424 ffff
face 1329798895 ffff
face 1330488840 6666
face 1330811813 dd00
face 1331032381 6666
face 1331190681 6666
face 1333363869 6666
face 1333452398 ffff
face 1333874727 6666
face 1333895367 00f0
face 1334216286 6666
face 1334584052 6666
face 1334693153 ffff
face 1335466718 6666
face 1335509141 6666
face 1336232659 6666
face 1336494175 6666
face 1336522083 6666
face 1336563870 6666
face 1337503604 6666
face 1337612001 ffff
face 1338929121 6666
face 1339591476 6666
face 1340528924 ffff
face 1340569883 ffff
face 1340987001 6666
face 1342460707 6666
face 1342674404 00f0
face 1342711495 6666
face 1343844126 ffff
face 1344702658 0f00
face 1346170250 000f
face 1346633834 f000
face 1347150037 6666
face 1348177774 0f00
face 1348513796 6666
face 1349382677 f000
face 1350061233 6666
face 1350950881 6666
face 1351209685 6666
face 1351460908 6666
face 1353405020 dd00
face 1353520104 f000
face 1353559883 6666
face 1354628199 6666
face 1354649958 00dd
face 1354805300 6666
face 1355038054 f000
face 1355814675 00f0
face 1356992070 6666
face 1358506643 6666
face 1359591117 00dd
face 1359661883 6666
face 1359987000 6666
face 1360325090 6666
face 1360699518 6666
face 1361973724 6666
face 1362076763 6666
face 1362279720 6666
face 1362337726 6666
face 1362605798 ffff
face 1362752650 6666
face 1363424803 6666
face 1365496214 000f
face 1366708850 6666
face 1367348400 6666
face 1367635647 6666
face 1367858272 ffff
face 1368186637 6666
face 1369517191 0f00
face 1369638186 6666
face 1369811056 6666
face 1369826404 6666
face 1370408852 0f00
face 1370652455 6666
face 1371577603 6666
face 1372031586 000f
face 1372470481 6666
face 1373044670 6666
face 1373049714 6666
face 1373523542 f000
face 1373770111 6666
face 1373970494 6666
face 1374125698 6666
face 1374559911 00f0
face 1374856121 ffff
face 1374905835 6666
face 1374918940 000f
face 1376031948 6666
face 1376345215 f000
face 1376476164 6666
face 1376628118 0f00
face 1376784716 6666
face 1377667239 ffff
face 1377687175 6666
face 1377791316 6666
face 1377873451 000f
face 1378263886 ffff
face 1378389799 00f0
face 1379055824 6666
face 1379109144 00f0
face 1380005180 0f00
face 1380241074 00f0
face 1380448821 6666
face 1381158381 6666
face 1381373594 ffff
face 1382221247 6666
face 1383171679 6666
face 1383828099 6666
face 1385055325 6666
face 1385273403 6666
face 1385607692 6666
face 1385671143 ffff
face 1385924850 00f0
face 1386074972 6666
face 1386077465 6666
face 1387082007 6666
face 1387244835 6666
face 1387983062 ffff
face 1388917320 6666
face 1390417124 6666
face 1390779859 000f
face 1390887840 ffff
face 1391137827 6666
face 1391749173 ffff
face 1392328063 00dd
face 1392901482 6666
face 1393711318 6666
face 1394632450 6666
face 1394655156 ffff
face 1395203403 6666
face 1395255033 6666
face 1395370190 00f0
face 1396427859 6666
face 1396778130 6666
face 1397611711 000f
face 1398209546 6666
face 1398276355 6666
face 1398889997 6666
face 1399561109 6666
face 1401664905 6666
face 1402288734 0f00
face 1402442637 6666
face 1402889777 6666
face 1403916584 6666
face 1404537504 6666
face 1404650807 0f00
face 1404755937 6666
face 1405447028 6666
face 1405484495 6666
face 1405706347 000f
face 1406180731 f000
face 1407633814 f000
face 1407645073 f000
face 1407994911 6666
face 1408030875 6666
face 1408623677 6666
face 1409200923 f000
face 1409901111 6666
face 1410541919 00f0
face 1410660652 6666
face 1410857500 0f00
face 1410919666 6666
face 1411010230 0f00
face 1411205814 6666
face 1412078513 6666
face 1412173601 6666
face 1412188417 6666
face 1412378263 f000
face 1413516038 6666
face 1413519289 ffff
face 1413574890 6666
face 1413931451 6666
face 1414602075 00f0
face 1416120944 6666
face 1416924150 ffff
face 1417065004 6666
face 1417289498 000f
face 1417468754 6666
face 1417613318 6666
face 1417817393 f000
face 1418182144 6666
face 1419034833 6666
face 1419265408 6666
face 1419868141 6666
face 1419869482 6666
face 1419890941 ffff
face 1421930720 6666
face 1422222583 00f0
face 1422769386 6666
face 1423475043 6666
face 1423805714 ffff
face 1424728638 0f00
face 1425776641 6666
face 1425932283 6666
face 1425994755 f000
face 1426268431 ffff
face 1426374398 6666
face 1426612721 6666
face 1426829192 6666
face 1426971037 000f
face 1426982215 6666
face 1427006944 ffff
face 1428239873 6666
face 1428769455 6666
face 1429865923 000f
face 1429915436 6666
face 1430137442 6666
face 1430883327 6666
face 1430992014 0f00
face 1431160912 6666
face 1431162409 000f
face 1433341474 00f0
face 1433777627 6666
face 1434260081 6666
face 1434998365 f000
face 1435101420 6666
face 1435769765 000f
face 1436245998 6666
face 1436330944 ffff
face 1437624761 6666
face 1439623604 ffff
face 1439738709 ffff
face 1439864622 000f
face 1441108123 6666
face 1441450181 6666
face 1441677437 6666
face 1441715897 0f00
face 1441829876 6666
face 1442669795 6666
face 1442700979 6666
face 1445168922 6666
face 1445250328 6666
face 1446006329 6666
face 1446252070 6666
face 1446708790 6666
face 1446832230 6666
face 1447399673 00f0
face 1447583226 6666
face 1447596901 ffff
face 1447908841 ffff
face 1447944507 ffff
face 1448121048 6666
face 1448136971 6666
face 1449723210 6666
face 1450759870 0f00
face 1450826485 6666
face 1451274905 6666
face 1451705576 f000
face 1451895475 6666
face 1452012011 6666
face 1452452538 6666
face 1452640048 6666
face 1453018767 000f
face 1453218667 6666
face 1454517121 6666
face 1454743977 6666
face 1455560094 6666
face 1455646650 6666
face 1456750852 6666
face 1456845013 00f0
face 1457036654 6666
face 1457486907 6666
face 1457630880 6666
face 1457752340 0f00
face 1458070012 6666
face 1458234543 0f00
face 1458264444 dd00
face 1458679372 6666
face 1459013651 6666
face 1459086534 00f0
face 1459260064 6666
face 1459679261 6666
face 1459763360 0f00
face 1460042000 ffff
face 1460650693 6666
face 1460882556 6666
face 1461523116 6666
face 1461973971 6666
face 1462184205 6666
face 1462194413 6666
face 1462261651 1111
face 1462305230 6666
face 1462692105 6666
face 1462742419 ffff
face 1463276284 f000
face 1463679023 6666
face 1464259042 ffff
face 1465342960 6666
face 1466038041 6666
face 1466098530 6666
face 1466125630 0f00
face 1466286994 6666
face 1466858483 6666
face 1467148127 6666
face 1467181170 00f0
face 1467459505 6666
face 1467692217 ffff
face 1467704301 6666
face 1469119896 0f00
face 1469301246 6666
face 1470111306 0f00
face 1470452760 6666
face 1471515518 6666
face 1472407408 6666
face 1473019724 0f00
face 1473646303 ffff
face 1473853086 f000
face 1473977237 f000
face 1474904945 6666
face 1475401907 6666
face 1475861840 6666
face 1476264564 6666
face 1476502687 ffff
face 1477220839 6666
face 1477274213 00dd
face 1478169831 ffff
face 1478764321 000f
face 1478905118 6666
face 1479417354 00f0
face 1480222817 6666
face 1481657015 6666
face 1481754168 6666
face 1481921079 ffff
face 1482759997 0f00
face 1483139000 6666
face 1483697406 000f
face 1483894989 6666
face 1483946986 6666
face 1485127940 6666
face 1485279791 6666
face 1486220637 6666
face 1486601226 0f00
face 1486649192 6666
face 1486745822 6666
face 1487216358 6666
face 1487469578 0f00
face 1488445860 000f
face 1489118165 6666
face 1489262150 6666
face 1489547063 6666
face 1491455451 ffff
face 1492025861 6666
face 1492466837 0f00
face 1493356251 0f00
face 1494274637 6666
face 1494279307 dd00
face 1494587109 6666
face 1495000803 000f
face 1495057217 6666
face 1495114932 ffff
face 1495977186 6666
face 1496028431 000f
face 1496133935 ffff
face 1496465303 ffff
face 1496473188 f000
face 1498482131 6666
face 1499121623 6666
face 1499323861 6666
face 1499530330 6666
face 1499579617 6666
face 1500086059 6666
face 1500728170 6666
face 1501213532 ffff
face 1501339445 f000
face 1501677018 6666
face 1501687811 6666
face 1501928980 6666
face 1502286678 6666
face 1502365015 ffff
face 1502810549 6666
face 1502994895 ffff
face 1503190720 f000
face 1506445520 0f00
face 1507644827 6666
face 1508237128 6666
face 1508245962 00dd
face 1508259300 00dd
face 1508533550 6666
face 1508610577 6666
face 1508874496 00f0
face 1509419330 ffff
face 1509538933 000f
face 1510485619 6666
face 1511112475 6666
face 1511793748 6666
face 1512227618 6666
face 1512670216 6666
face 1512776970 6666
face 1513684111 000f
face 1514836139 ffff
face 1516672370 6666
face 1517288676 6666
face 1517339826 6666
face 1517548414 ffff
face 1518319836 00f0
face 1519709366 0f00
face 1520114517 6666
face 1520561357 0f00
face 1521028621 6666
face 1523084315 6666
face 1523459785 ffff
face 1524217242 ffff
face 1525416119 000f
face 1525634423 6666
face 1526318082 6666
face 1526717471 0f00
face 1526740086 6666
face 1526795533 6666
face 1527033975 0f00
face 1527192655 6666
face 1527600453 0f00
face 1528575216 6666
face 1528655993 0f00
face 1528868451 6666
face 1529044762 ffff
face 1529167040 ffff
face 1530552510 6666
face 1531567595 6666
face 1532238581 6666
face 1533527536 6666
face 1533626019 f000
face 1534132163 ffff
face 1535121126 ffff
face 1535325837 6666
face 1535327909 f000
face 1535466479 ffff
face 1536397116 6666
face 1536770932 6666
face 1537977510 ffff
face 1538112013 6666
face 1540239144 000f
face 1540597014 6666
face 1541356677 6666
face 1541772084 6666
face 1542585857 6666
face 1543323067 6666
face 1543426759 6666
face 1543522655 6666
face 1543617378 6666
face 1544213944 6666
face 1544644811 ffff
face 1544815524 6666
face 1544930640 f000
face 1545172229 f000
face 1545325675 6666
face 1545394007 6666
face 1545620799 6666
face 1545665737 6666
face 1545805122 ffff
face 1546472791 6666
face 1546863900 6666
face 1546948680 6666
face 1547748329 6666
face 1548740870 6666
face 1548859012 6666
face 1548944401 00f0
face 1548990791 6666
face 1549664481 00f0
face 1549738835 6666
face 1549804739 ffff
face 1549810659 6666
face 1549901968 ffff
face 1551580071 00f0
face 1552153029 6666
face 1552706627 ffff
face 1553017817 6666
face 1553941660 0f00
face 1554831074 f000
face 1555631959 6666
face 1556349747 ffff
face 1556352266 6666
face 1556475626 000f
face 1556981736 6666
face 1557402465 6666
face 1557474992 6666
face 1557565544 6666
face 1557608758 ffff
face 1557636268 6666
face 1557979639 ffff
face 1558157374 6666
face 1558381135 ffff
face 1558473812 ffff
face 1558828285 6666
face 1559775399 0f00
face 1560402972 6666
face 1561136417 6666
face 1561146198 6666
face 1561153741 ffff
face 1561895676 6666
face 1561896639 00f0
face 1562018611 00f0
face 1562439471 f000
face 1562814268 0f00
face 1563226865 6666
face 1564273916 6666
face 1564854017 6666
face 1565053699 6666
face 1565327569 6666
face 1567596138 f000
face 1568083408 6666
face 1568108985 f000
face 1568180725 ffff
face 1568768940 6666
face 1569499945 0f00
face 1569652798 6666
face 1570129572 6666
face 1570209836 000f
face 1570894153 ffff
face 1571389127 6666
face 1572025488 dd00
face 1572096378 ffff
face 1572474149 6666
face 1572698710 00dd
face 1572976931 6666
face 1573586558 00f0
face 1573881449 ffff
face 1574073232 6666
face 1574259695 6666
face 1574371325 00dd
face 1576129324 ffff
face 1576194193 ffff
face 1576645245 6666
face 1576837316 0f00
face 1576847493 6666
face 1576976225 6666
face 1577981560 6666
face 1579682476 6666
face 1579737250 ffff
face 1580000185 8888
face 1580257849 6666
face 1580918977 6666
face 1581112104 ffff
face 1581184189 0f00
face 1581371222 0f00
face 1581894931 ffff
face 1582036180 f000
face 1582080042 6666
face 1582284336 000f
face 1582820763 6666
face 1583231230 6666
face 1584474885 6666
face 1584655512 6666
face 1585302748 6666
face 1585692065 ffff
face 1586049674 6666
face 1588192294 f000
face 1588443055 6666
face 1588805138 6666
face 1589075276 0f00
face 1590043112 000f
face 1590130816 f000
face 1590244916 6666
face 1590599233 6666
face 1591368709 6666
face 1591526688 6666
face 1591582899 6666
face 1592040637 ffff
face 1592769421 6666
face 1592933186 6666
face 1593050649 6666
face 1594414730 6666
face 1594606558 6666
face 1594798487 0f00
face 1595143619 6666
face 1595606986 ffff
face 1596595949 ffff
face 1596802732 f000
face 1598029331 6666
face 1598558308 6666
face 1599452333 ffff
face 1601249463 ffff
face 1601412252 dd00
face 1604075163 6666
face 1604908540 000f
face 1605467264 6666
face 1605474202 6666
face 1605519270 ffff
face 1605555544 6666
face 1605765072 f000
face 1606579611 6666
face 1606647052 0f00
face 1606727326 f000
face 1606802731 6666
face 1607317710 f000
face 1608034996 6666
face 1608086731 0f00
face 1608102569 6666
face 1608535361 6666
face 1608770215 00f0
face 1609016616 0f00
face 1609026432 6666
face 1609362123 6666
face 1610095245 6666
face 1610406501 6666
face 1610419224 000f
face 1610439176 f000
face 1610716786 6666
face 1611040713 6666
face 1611080787 6666
face 1611693685 6666
face 1612145344 6666
face 1613054894 000f
face 1613885864 ffff
face 1614080955 6666
face 1615781892 6666
face 1616283317 6666
face 1616305897 000f
face 1616400063 f000
face 1617640592 6666
face 1617950449 000f
face 1618314249 6666
face 1618807903 00f0
face 1618958328 6666
face 1619004633 6666
face 1619083581 ffff
face 1619208318 ffff
face 1619334957 6666
face 1619611930 6666
face 1619855958 ffff
face 1620962610 6666
face 1621026933 0f00
face 1621250222 0f00
face 1621840494 6666
face 1621888409 6666
face 1622125970 6666
face 1622384244 6666
face 1622499771 ffff
face 1623371462 00f0
face 1623493434 000f
face 1624386278 6666
face 1624659780 6666
face 1624721802 6666
face 1625343473 6666
face 1626306880 000f
face 1626401189 6666
face 1626914943 6666
face 1627119239 00f0
face 1627143190 ffff
face 1628090113 00f0
face 1630157676 6666
face 1630252799 6666
face 1630535117 6666
face 1630997011 00dd
face 1631192904 6666
face 1632170892 6666
face 1632368976 ffff
face 1632821891 6666
face 1633384314 6666
face 1633531943 6666
face 1633616560 6666
face 1633894914 6666
face 1635075518 6666
face 1636498052 ffff
face 1637473266 6666
face 1637709239 6666
face 1638108786 00f0
face 1638203173 6666
face 1638520828 6666
face 1638571737 6666
face 1639053841 6666
face 1639733210 000f
face 1640044510 6666
face 1641068643 6666
face 1641326545 6666
face 1642659012 0f00
face 1642815175 6666
face 1642833897 6666
face 1643639943 000f
face 1644141786 f000
face 1644733913 f000
face 1645924046 6666
face 1646166075 ffff
face 1646505970 6666
face 1646651022 6666
face 1647166888 ffff
face 1649667117 000f
face 1649868947 000f
face 1649997959 6666
face 1651286501 6666
face 1651812196 6666
face 1652637535 6666
face 1653559318 6666
face 1653736711 f000
face 1653856141 ffff
face 1655525206 6666
face 1656552147 0f00
face 1656756351 f000
face 1656792268 ffff
face 1657081809 ffff
face 1658027796 6666
face 1658070772 ffff
face 1658769499 f000
face 1658806171 6666
face 1658889695 6666
face 1660927156 ffff
face 1661261629 6666
face 1661875349 6666
face 1662724286 ffff
face 1663255229 6666
face 1664049963 6666
face 1664283942 6666
face 1664594333 6666
face 1665095563 6666
face 1666773026 6666
face 1666863007 f000
face 1667037596 dd00
face 1667481605 6666
face 1669244213 6666
face 1669399906 6666
face 1669714693 6666
face 1670683060 6666
face 1671627883 6666
face 1672002517 6666
face 1672009209 0f00
face 1672254999 6666
face 1674488714 6666
face 1674529717 f000
face 1674856113 dd00
face 1674910157 6666
face 1675442096 6666
face 1677780720 00f0
face 1679271836 6666
face 1679338549 6666
face 1679425272 000f
face 1680040903 6666
face 1680282726 00f0
face 1680383199 ffff
face 1680558404 ffff
face 1681130782 f000
face 1681480921 6666
face 1681489181 dd00
face 1681731298 6666
face 1682557113 6666
face 1682725045 0f00
face 1682776897 6666
face 1683032592 ffff
face 1683288346 6666
face 1684846285 00f0
face 1684932499 6666
face 1684968257 f000
face 1684992204 6666
face 1685029294 ffff
face 1685175731 6666
face 1686352979 6666
face 1687827015 6666
face 1688575440 ffff
face 1688594062 00f0
face 1689239332 dd00
face 1689462777 6666
face 1689504553 6666
face 1690920170 6666
face 1691116452 6666
face 1691495213 6666
face 1691837292 6666
face 1693934185 6666
face 1695177202 6666
face 1695940378 6666
face 1697417976 000f
face 1697669847 6666
face 1697991038 6666
face 1698116140 6666
face 1698194673 6666
face 1698394297 6666
face 1699302747 6666
face 1700199711 6666
face 1700378975 6666
face 1701972883 ffff
face 1702219224 00f0
face 1702398649 6666
face 1702419452 6666
face 1702568237 6666
face 1702629441 6666
face 1703487259 6666
face 1704359751 00f0
face 1705062029 6666
face 1705114766 00f0
face 1705558678 f000
face 1705888825 000f
face 1706008891 f000
face 1707534746 6666
face 1707640898 ffff
face 1708421082 6666
face 1708905463 000f
face 1708985402 6666
face 1709733900 6666
face 1710265676 6666
face 1710278488 6666
face 1711067891 ffff
face 1711141940 00f0
face 1711174408 6666
face 1711442671 6666
face 1712331093 6666
face 1712479920 6666
face 1713820629 6666
face 1715118972 6666
face 1715330964 ffff
face 1715472515 0f00
face 1716552539 6666
face 1717065579 6666
face 1717293258 f000
face 1717863990 6666
face 1718026970 f000
face 1718231174 0f00
face 1718556632 ffff
face 1718578519 00f0
face 1718807134 6666
face 1719727561 ffff
face 1719902967 6666
face 1720244322 0f00
face 1720303668 6666
face 1720428989 6666
face 1720562421 6666
face 1721809967 6666
face 1722386054 6666
face 1722626222 6666
face 1722879750 00f0
face 1722962398 6666
face 1722985274 6666
face 1723902379 6666
face 1724199109 ffff
face 1724434372 6666
face 1724568271 00f0
face 1725007270 000f
face 1725170568 6666
face 1725281027 6666
face 1725820617 6666
face 1726745481 6666
face 1726803231 ffff
face 1727168552 0f00
face 1727378516 6666
face 1727510088 6666
face 1728276458 f000
face 1728560352 6666
face 1729820605 6666
face 1730448005 00dd
face 1731249676 0f00
face 1731503075 00f0
face 1733045355 6666
face 1733244614 6666
face 1734584928 6666
face 1735341579 6666
face 1736004540 0f00
face 1736082295 6666
face 1736302937 6666
face 1736551396 6666
face 1737082100 6666
face 1737644560 6666
face 1738112797 6666
face 1738600966 6666
face 1738822578 00f0
face 1739494279 6666
face 1739831879 6666
face 1739967270 6666
face 1740017369 6666
face 1740041849 6666
face 1741757549 00f0
face 1741778478 ffff
face 1742798266 6666
face 1743386405 00f0
face 1743457079 f000
face 1743825040 6666
face 1744199868 0f00
face 1744275680 0f00
face 1745037318 6666
face 1745970535 6666
face 1746321108 00f0
face 1746443080 0f00
face 1749952789 6666
face 1749985695 6666
face 1750068885 00f0
face 1750507954 6666
face 1752181952 ffff
face 1752397138 6666
face 1752506866 6666
face 1752871630 ffff
face 1752955545 6666
face 1753524022 ffff
